"date","ID","GDP_gap"
"IL-2010-01-01","2010-01-01","IL",-2808104.34629639
"IL-2010-04-01","2010-04-01","IL",-2674242.89912742
"IL-2010-07-01","2010-07-01","IL",-2549260.79553479
"IL-2010-10-01","2010-10-01","IL",-2428574.26168375
"IL-2011-01-01","2011-01-01","IL",-2316120.39960055
"IL-2011-04-01","2011-04-01","IL",-2213042.94044312
"IL-2011-07-01","2011-07-01","IL",-2107812.80945703
"IL-2011-10-01","2011-10-01","IL",-2020406.55520359
"IL-2012-01-01","2012-01-01","IL",-1943235.22862178
"IL-2012-04-01","2012-04-01","IL",-1875058.42496721
"IL-2012-07-01","2012-07-01","IL",-1801751.73156531
"IL-2012-10-01","2012-10-01","IL",-1736353.07428121
"IL-2013-01-01","2013-01-01","IL",-1672479.07315104
"IL-2013-04-01","2013-04-01","IL",-1607896.52796229
"IL-2013-07-01","2013-07-01","IL",-1555464.43461499
"IL-2013-10-01","2013-10-01","IL",-1511865.64223135
"IL-2014-01-01","2014-01-01","IL",-1468029.09742582
"IL-2014-04-01","2014-04-01","IL",-1429212.67263991
"IL-2014-07-01","2014-07-01","IL",-1400648.42670999
"IL-2014-10-01","2014-10-01","IL",-1364971.36580401
"IL-2015-01-01","2015-01-01","IL",-1345877.43049415
"IL-2015-04-01","2015-04-01","IL",-1332329.38868641
"IL-2015-07-01","2015-07-01","IL",-1321423.61155093
"IL-2015-10-01","2015-10-01","IL",-1306637.78111993
"IL-2016-01-01","2016-01-01","IL",-1294200.65303602
"IL-2016-04-01","2016-04-01","IL",-1277327.21032826
"IL-2016-07-01","2016-07-01","IL",-1267242.74626722
"IL-2016-10-01","2016-10-01","IL",-1262305.26100317
"IL-2017-01-01","2017-01-01","IL",-1267757.05531581
"IL-2017-04-01","2017-04-01","IL",-1265129.26069036
"IL-2017-07-01","2017-07-01","IL",-1262396.49989302
"IL-2017-10-01","2017-10-01","IL",-1262324.41704383
"IL-2018-01-01","2018-01-01","IL",-1263731.31641935
"IL-2018-04-01","2018-04-01","IL",-1274317.02323772
"IL-2018-07-01","2018-07-01","IL",-1280996.03881117
"IL-2018-10-01","2018-10-01","IL",-1285096.94611224
"IL-2019-01-01","2019-01-01","IL",-1287733.25173747
"IL-2019-04-01","2019-04-01","IL",-1300788.3924201
"IL-2019-07-01","2019-07-01","IL",-1303920.58988014
"IN-1999-01-01","1999-01-01","IN",1396273.65274437
"IN-1999-04-01","1999-04-01","IN",1380581.64527001
"IN-1999-07-01","1999-07-01","IN",1378929.71861602
"IN-1999-10-01","1999-10-01","IN",1372238.93905893
"IN-2000-01-01","2000-01-01","IN",1486688.99703207
"IN-2000-04-01","2000-04-01","IN",1456186.21667782
"IN-2000-07-01","2000-07-01","IN",1549351.97597624
"IN-2000-10-01","2000-10-01","IN",1665511.66568279
"IN-2001-01-01","2001-01-01","IN",1635484.71781087
"IN-2001-04-01","2001-04-01","IN",1681791.30191056
"IN-2001-07-01","2001-07-01","IN",1689074.56166962
"IN-2001-10-01","2001-10-01","IN",1759235.72369811
"IN-2002-01-01","2002-01-01","IN",1825406.10217256
"IN-2002-04-01","2002-04-01","IN",1899016.75988076
"IN-2002-07-01","2002-07-01","IN",1977385.66844164
"IN-2002-10-01","2002-10-01","IN",2051740.51337235
"IN-2003-01-01","2003-01-01","IN",2141324.42604423
"IN-2003-04-01","2003-04-01","IN",2228570.635914
"IN-2003-07-01","2003-07-01","IN",2317356.21133012
"IN-2003-10-01","2003-10-01","IN",2408893.71161647
"IN-2004-01-01","2004-01-01","IN",2515204.93667776
"IN-2004-04-01","2004-04-01","IN",2628699.09584624
"IN-2004-07-01","2004-07-01","IN",2749597.25372828
"IN-2004-10-01","2004-10-01","IN",2955538.0827238
"IN-2005-01-01","2005-01-01","IN",3070255.71332597
"IN-2005-04-01","2005-04-01","IN",3208513.28672907
"IN-2005-07-01","2005-07-01","IN",3351552.31781755
"IN-2005-10-01","2005-10-01","IN",3518321.64142834
"IN-2006-01-01","2006-01-01","IN",3687482.87219278
"IN-2006-04-01","2006-04-01","IN",3861930.2542349
"IN-2006-07-01","2006-07-01","IN",4062261.22224834
"IN-2006-10-01","2006-10-01","IN",4269996.74106228
"IN-2007-01-01","2007-01-01","IN",4487975.80521787
"IN-2007-04-01","2007-04-01","IN",4716867.11942857
"IN-2007-07-01","2007-07-01","IN",4949341.28894274
"IN-2007-10-01","2007-10-01","IN",5148818.09517392
"IN-2008-01-01","2008-01-01","IN",5434544.24046831
"IN-2008-04-01","2008-04-01","IN",5688708.54136585
"IN-2008-07-01","2008-07-01","IN",5943549.4618865
"IN-2008-10-01","2008-10-01","IN",6130738.28060478
"IN-2009-01-01","2009-01-01","IN",6400836.69489104
"IN-2009-04-01","2009-04-01","IN",6673963.42107677
"IN-2009-07-01","2009-07-01","IN",6973240.81113875
"IN-2009-10-01","2009-10-01","IN",7275726.68008361
"IN-2010-01-01","2010-01-01","IN",7598161.77746179
"IN-2010-04-01","2010-04-01","IN",7931790.54618195
"IN-2010-07-01","2010-07-01","IN",8262760.27986969
"IN-2010-10-01","2010-10-01","IN",8609256.86698974
"IN-2011-01-01","2011-01-01","IN",8953362.4574924
"IN-2011-04-01","2011-04-01","IN",9305976.0752225
"IN-2011-07-01","2011-07-01","IN",9670573.77698256
"IN-2011-10-01","2011-10-01","IN",10039450.3072112
"IN-2012-01-01","2012-01-01","IN",10419472.7013393
"IN-2012-04-01","2012-04-01","IN",10805301.4462585
"IN-2012-07-01","2012-07-01","IN",11190921.5284839
"IN-2012-10-01","2012-10-01","IN",11581678.2554655
"IN-2013-01-01","2013-01-01","IN",11980031.2115605
"IN-2013-04-01","2013-04-01","IN",12374626.7386219
"IN-2013-07-01","2013-07-01","IN",12777410.7677045
"IN-2013-10-01","2013-10-01","IN",13181226.8321095
"IN-2014-01-01","2014-01-01","IN",13581795.4463884
"IN-2014-04-01","2014-04-01","IN",13991727.768218
"IN-2014-07-01","2014-07-01","IN",14397816.1913844
"IN-2014-10-01","2014-10-01","IN",14804764.4450048
"IN-2015-01-01","2015-01-01","IN",15220524.8453443
"IN-2015-04-01","2015-04-01","IN",15631676.5075569
"IN-2015-07-01","2015-07-01","IN",16050969.407729
"IN-2015-10-01","2015-10-01","IN",16474746.768892
"IN-2016-01-01","2016-01-01","IN",16890230.5772144
"IN-2016-04-01","2016-04-01","IN",17309248.0546016
"IN-2016-07-01","2016-07-01","IN",17723006.9490888
"IN-2016-10-01","2016-10-01","IN",18131366.12528
"IN-2017-01-01","2017-01-01","IN",18540280.7678354
"IN-2017-04-01","2017-04-01","IN",18944249.8671175
"IN-2017-07-01","2017-07-01","IN",19342831.0517411
"IN-2017-10-01","2017-10-01","IN",19736626.145598
"IN-2018-01-01","2018-01-01","IN",20122810.6231152
"IN-2018-04-01","2018-04-01","IN",20495881.427142
"IN-2018-07-01","2018-07-01","IN",20860891.0335533
"IN-2018-10-01","2018-10-01","IN",21211928.4784938
"IN-2019-01-01","2019-01-01","IN",21546937.3099957
"IN-2019-04-01","2019-04-01","IN",21872582.4318724
"IN-2019-07-01","2019-07-01","IN",22177553.0510917
"IT-1999-01-01","1999-01-01","IT",12796455.2532751
"IT-1999-04-01","1999-04-01","IT",12934323.6088112
"IT-1999-07-01","1999-07-01","IT",13056656.7477945
"IT-1999-10-01","1999-10-01","IT",13165693.3343969
"IT-2000-01-01","2000-01-01","IT",13244480.109599
"IT-2000-04-01","2000-04-01","IT",13288806.6394706
"IT-2000-07-01","2000-07-01","IT",13304811.8543578
"IT-2000-10-01","2000-10-01","IT",13302677.1608769
"IT-2001-01-01","2001-01-01","IT",13253834.0157509
"IT-2001-04-01","2001-04-01","IT",13157892.9104202
"IT-2001-07-01","2001-07-01","IT",13026913.8039061
"IT-2001-10-01","2001-10-01","IT",12860796.3849179
"IT-2002-01-01","2002-01-01","IT",12655613.9248016
"IT-2002-04-01","2002-04-01","IT",12416950.8708466
"IT-2002-07-01","2002-07-01","IT",12130758.597955
"IT-2002-10-01","2002-10-01","IT",11801784.0716027
"IT-2003-01-01","2003-01-01","IT",11412901.6344057
"IT-2003-04-01","2003-04-01","IT",10979030.3761984
"IT-2003-07-01","2003-07-01","IT",10494012.9265509
"IT-2003-10-01","2003-10-01","IT",9970988.56814264
"IT-2004-01-01","2004-01-01","IT",9382836.42177121
"IT-2004-04-01","2004-04-01","IT",8735793.32528461
"IT-2004-07-01","2004-07-01","IT",8023748.85559548
"IT-2004-10-01","2004-10-01","IT",7252325.21303697
"IT-2005-01-01","2005-01-01","IT",6411608.9636751
"IT-2005-04-01","2005-04-01","IT",5517011.17527555
"IT-2005-07-01","2005-07-01","IT",4552282.36877592
"IT-2005-10-01","2005-10-01","IT",3507496.90628727
"IT-2006-01-01","2006-01-01","IT",2391667.82837128
"IT-2006-04-01","2006-04-01","IT",1205591.94163652
"IT-2006-07-01","2006-07-01","IT",-62574.9298895244
"IT-2006-10-01","2006-10-01","IT",-1398763.48706894
"IT-2007-01-01","2007-01-01","IT",-2837572.19859981
"IT-2007-04-01","2007-04-01","IT",-4359628.31188808
"IT-2007-07-01","2007-07-01","IT",-5968252.61525228
"IT-2007-10-01","2007-10-01","IT",-7675166.41735565
"IT-2008-01-01","2008-01-01","IT",-9451239.72410802
"IT-2008-04-01","2008-04-01","IT",-11354612.385598
"IT-2008-07-01","2008-07-01","IT",-13359365.4522207
"IT-2008-10-01","2008-10-01","IT",-15484080.2192164
"IT-2009-01-01","2009-01-01","IT",-17714029.5604768
"IT-2009-04-01","2009-04-01","IT",-20006594.3378955
"IT-2009-07-01","2009-07-01","IT",-22391792.9720599
"IT-2009-10-01","2009-10-01","IT",-24886828.2878539
"IT-2010-01-01","2010-01-01","IT",-27490907.8115306
"IT-2010-04-01","2010-04-01","IT",-30199421.00849
"IT-2010-07-01","2010-07-01","IT",-33024887.0025331
"IT-2010-10-01","2010-10-01","IT",-35963249.8211053
"IT-2011-01-01","2011-01-01","IT",-39022081.7416441
"IT-2011-04-01","2011-04-01","IT",-42202501.9113906
"IT-2011-07-01","2011-07-01","IT",-45512043.4063603
"IT-2011-10-01","2011-10-01","IT",-48949151.5308037
"IT-2012-01-01","2012-01-01","IT",-52512228.9293678
"IT-2012-04-01","2012-04-01","IT",-56192807.6975746
"IT-2012-07-01","2012-07-01","IT",-59994084.8824161
"IT-2012-10-01","2012-10-01","IT",-63924519.2025148
"IT-2013-01-01","2013-01-01","IT",-67981552.9947635
"IT-2013-04-01","2013-04-01","IT",-72151866.9268524
"IT-2013-07-01","2013-07-01","IT",-76446396.5509727
"IT-2013-10-01","2013-10-01","IT",-80874026.4555032
"IT-2014-01-01","2014-01-01","IT",-85424041.7211724
"IT-2014-04-01","2014-04-01","IT",-90102949.4088376
"IT-2014-07-01","2014-07-01","IT",-94906242.0989736
"IT-2014-10-01","2014-10-01","IT",-99841020.9767113
"IT-2015-01-01","2015-01-01","IT",-104894271.571899
"IT-2015-04-01","2015-04-01","IT",-110069165.062514
"IT-2015-07-01","2015-07-01","IT",-115369245.583977
"IT-2015-10-01","2015-10-01","IT",-120787051.170308
"IT-2016-01-01","2016-01-01","IT",-126325729.061564
"IT-2016-04-01","2016-04-01","IT",-131984153.443162
"IT-2016-07-01","2016-07-01","IT",-137750721.098419
"IT-2016-10-01","2016-10-01","IT",-143632111.74524
"IT-2017-01-01","2017-01-01","IT",-149618700.740207
"IT-2017-04-01","2017-04-01","IT",-155712602.007564
"IT-2017-07-01","2017-07-01","IT",-161907408.920024
"IT-2017-10-01","2017-10-01","IT",-168196861.795493
"IT-2018-01-01","2018-01-01","IT",-174584986.471629
"IT-2018-04-01","2018-04-01","IT",-181062273.508875
"IT-2018-07-01","2018-07-01","IT",-187621514.583018
"IT-2018-10-01","2018-10-01","IT",-194252252.057355
"IT-2019-01-01","2019-01-01","IT",-200950944.868775
"IT-2019-04-01","2019-04-01","IT",-207711794.706222
"IT-2019-07-01","2019-07-01","IT",-214526490.313793
"JP-1999-01-01","1999-01-01","JP",231669480.968178
"JP-1999-04-01","1999-04-01","JP",226425169.390609
"JP-1999-07-01","1999-07-01","JP",222059789.5394
"JP-1999-10-01","1999-10-01","JP",215404575.816604
"JP-2000-01-01","2000-01-01","JP",217024576.648701
"JP-2000-04-01","2000-04-01","JP",211041952.372645
"JP-2000-07-01","2000-07-01","JP",204416360.70514
"JP-2000-10-01","2000-10-01","JP",202063306.600341
"JP-2001-01-01","2001-01-01","JP",197508560.088248
"JP-2001-04-01","2001-04-01","JP",188337585.98312
"JP-2001-07-01","2001-07-01","JP",176539481.438887
"JP-2001-10-01","2001-10-01","JP",168243918.747065
"JP-2002-01-01","2002-01-01","JP",162000533.035317
"JP-2002-04-01","2002-04-01","JP",158696158.820471
"JP-2002-07-01","2002-07-01","JP",153332447.521685
"JP-2002-10-01","2002-10-01","JP",147774431.684813
"JP-2003-01-01","2003-01-01","JP",141230129.174104
"JP-2003-04-01","2003-04-01","JP",137536666.506801
"JP-2003-07-01","2003-07-01","JP",132663531.442471
"JP-2003-10-01","2003-10-01","JP",131267206.988572
"JP-2004-01-01","2004-01-01","JP",128352556.216779
"JP-2004-04-01","2004-04-01","JP",121395968.962475
"JP-2004-07-01","2004-07-01","JP",117858050.846396
"JP-2004-10-01","2004-10-01","JP",110236281.804711
"JP-2005-01-01","2005-01-01","JP",105958941.066288
"JP-2005-04-01","2005-04-01","JP",102777015.630218
"JP-2005-07-01","2005-07-01","JP",101085655.773019
"JP-2005-10-01","2005-10-01","JP",95417450.9142496
"JP-2006-01-01","2006-01-01","JP",89754266.864658
"JP-2006-04-01","2006-04-01","JP",84658299.3663622
"JP-2006-07-01","2006-07-01","JP",77304324.9732815
"JP-2006-10-01","2006-10-01","JP",77366113.0001315
"JP-2007-01-01","2007-01-01","JP",74594741.6212456
"JP-2007-04-01","2007-04-01","JP",68893731.0077232
"JP-2007-07-01","2007-07-01","JP",59846183.1747518
"JP-2007-10-01","2007-10-01","JP",55757756.2022896
"JP-2008-01-01","2008-01-01","JP",51068201.8558713
"JP-2008-04-01","2008-04-01","JP",42241130.8900482
"JP-2008-07-01","2008-07-01","JP",29310777.2925825
"JP-2008-10-01","2008-10-01","JP",10506521.4551243
"JP-2009-01-01","2009-01-01","JP",-19709246.4607529
"JP-2009-04-01","2009-04-01","JP",-16472301.1934315
"JP-2009-07-01","2009-07-01","JP",-22812961.5238722
"JP-2009-10-01","2009-10-01","JP",-22760879.3133404
"JP-2010-01-01","2010-01-01","JP",-25333380.4250142
"JP-2010-04-01","2010-04-01","JP",-25565945.2586115
"JP-2010-07-01","2010-07-01","JP",-23185908.5518052
"JP-2010-10-01","2010-10-01","JP",-34131849.8895271
"JP-2011-01-01","2011-01-01","JP",-48275799.1255319
"JP-2011-04-01","2011-04-01","JP",-58520562.8559052
"JP-2011-07-01","2011-07-01","JP",-53138230.2737853
"JP-2011-10-01","2011-10-01","JP",-61053488.5683737
"JP-2012-01-01","2012-01-01","JP",-61890672.4035682
"JP-2012-04-01","2012-04-01","JP",-73289296.7583379
"JP-2012-07-01","2012-07-01","JP",-82493865.3898658
"JP-2012-10-01","2012-10-01","JP",-88644761.2796153
"JP-2013-01-01","2013-01-01","JP",-90255731.4882171
"JP-2013-04-01","2013-04-01","JP",-93676367.3556794
"JP-2013-07-01","2013-07-01","JP",-97107669.0865972
"JP-2013-10-01","2013-10-01","JP",-105144256.604044
"JP-2014-01-01","2014-01-01","JP",-108109198.15707
"JP-2014-04-01","2014-04-01","JP",-126008405.406302
"JP-2014-07-01","2014-07-01","JP",-133650211.117073
"JP-2014-10-01","2014-10-01","JP",-139393230.765418
"JP-2015-01-01","2015-01-01","JP",-140820951.715176
"JP-2015-04-01","2015-04-01","JP",-148465912.744019
"JP-2015-07-01","2015-07-01","JP",-157208812.500426
"JP-2015-10-01","2015-10-01","JP",-168042040.711828
"JP-2016-01-01","2016-01-01","JP",-173205883.242289
"JP-2016-04-01","2016-04-01","JP",-181879535.736667
"JP-2016-07-01","2016-07-01","JP",-189388512.381294
"JP-2016-10-01","2016-10-01","JP",-197484471.761144
"JP-2017-01-01","2017-01-01","JP",-202206597.522949
"JP-2017-04-01","2017-04-01","JP",-208892501.180695
"JP-2017-07-01","2017-07-01","JP",-214408861.090487
"JP-2017-10-01","2017-10-01","JP",-222238090.16337
"JP-2018-01-01","2018-01-01","JP",-232554902.980453
"JP-2018-04-01","2018-04-01","JP",-239249026.426638
"JP-2018-07-01","2018-07-01","JP",-251680487.075969
"JP-2018-10-01","2018-10-01","JP",-259370112.333281
"JP-2019-01-01","2019-01-01","JP",-266412963.302663
"JP-2019-04-01","2019-04-01","JP",-273840353.868398
"JP-2019-07-01","2019-07-01","JP",-283416037.662694
"KR-1999-01-01","1999-01-01","KR",-114698380.583931
"KR-1999-04-01","1999-04-01","KR",-91746547.1906031
"KR-1999-07-01","1999-07-01","KR",-81905433.2593467
"KR-1999-10-01","1999-10-01","KR",-68517630.2701591
"KR-2000-01-01","2000-01-01","KR",-65260854.3663067
"KR-2000-04-01","2000-04-01","KR",-62587610.3259274
"KR-2000-07-01","2000-07-01","KR",-48937349.6592423
"KR-2000-10-01","2000-10-01","KR",-64988431.149174
"KR-2001-01-01","2001-01-01","KR",-64295472.3002971
"KR-2001-04-01","2001-04-01","KR",-60533962.0785264
"KR-2001-07-01","2001-07-01","KR",-57405534.7792455
"KR-2001-10-01","2001-10-01","KR",-54375959.2120477
"KR-2002-01-01","2002-01-01","KR",-41167457.2755932
"KR-2002-04-01","2002-04-01","KR",-33474882.1938236
"KR-2002-07-01","2002-07-01","KR",-20830347.8381247
"KR-2002-10-01","2002-10-01","KR",-22319836.3500764
"KR-2003-01-01","2003-01-01","KR",-38792566.641618
"KR-2003-04-01","2003-04-01","KR",-47654792.8979155
"KR-2003-07-01","2003-07-01","KR",-36250765.7854585
"KR-2003-10-01","2003-10-01","KR",-20765446.8937893
"KR-2004-01-01","2004-01-01","KR",-16758844.7844493
"KR-2004-04-01","2004-04-01","KR",-17483142.9703394
"KR-2004-07-01","2004-07-01","KR",-19670058.0872013
"KR-2004-10-01","2004-10-01","KR",-20580078.364932
"KR-2005-01-01","2005-01-01","KR",-20306476.0221401
"KR-2005-04-01","2005-04-01","KR",-5590812.54801713
"KR-2005-07-01","2005-07-01","KR",1690705.0016569
"KR-2005-10-01","2005-10-01","KR",6726769.37156357
"KR-2006-01-01","2006-01-01","KR",18500856.5869182
"KR-2006-04-01","2006-04-01","KR",19784467.9388218
"KR-2006-07-01","2006-07-01","KR",31291000.1259064
"KR-2006-10-01","2006-10-01","KR",35708049.288136
"KR-2007-01-01","2007-01-01","KR",49480536.5211796
"KR-2007-04-01","2007-04-01","KR",65473545.4202862
"KR-2007-07-01","2007-07-01","KR",72911517.0718636
"KR-2007-10-01","2007-10-01","KR",96562088.9301412
"KR-2008-01-01","2008-01-01","KR",98865565.6659976
"KR-2008-04-01","2008-04-01","KR",100136506.539979
"KR-2008-07-01","2008-07-01","KR",106051868.25986
"KR-2008-10-01","2008-10-01","KR",64239196.3955481
"KR-2009-01-01","2009-01-01","KR",64696497.5271141
"KR-2009-04-01","2009-04-01","KR",78049165.398092
"KR-2009-07-01","2009-07-01","KR",110930823.190394
"KR-2009-10-01","2009-10-01","KR",122134914.36874
"KR-2010-01-01","2010-01-01","KR",147378689.597477
"KR-2010-04-01","2010-04-01","KR",171295016.858983
"KR-2010-07-01","2010-07-01","KR",185814491.862105
"KR-2010-10-01","2010-10-01","KR",205109416.848468
"KR-2011-01-01","2011-01-01","KR",218244398.663891
"KR-2011-04-01","2011-04-01","KR",228382800.512435
"KR-2011-07-01","2011-07-01","KR",237120648.506144
"KR-2011-10-01","2011-10-01","KR",249153605.321376
"KR-2012-01-01","2012-01-01","KR",262420439.299289
"KR-2012-04-01","2012-04-01","KR",276092332.979385
"KR-2012-07-01","2012-07-01","KR",286854825.935932
"KR-2012-10-01","2012-10-01","KR",301238522.258867
"KR-2013-01-01","2013-01-01","KR",317891142.5306
"KR-2013-04-01","2013-04-01","KR",340822716.577724
"KR-2013-07-01","2013-07-01","KR",360742366.732191
"KR-2013-10-01","2013-10-01","KR",381838332.572533
"KR-2014-01-01","2014-01-01","KR",403306840.216462
"KR-2014-04-01","2014-04-01","KR",422678468.415234
"KR-2014-07-01","2014-07-01","KR",437543975.958927
"KR-2014-10-01","2014-10-01","KR",455948106.883466
"KR-2015-01-01","2015-01-01","KR",479695158.310281
"KR-2015-04-01","2015-04-01","KR",494179808.761785
"KR-2015-07-01","2015-07-01","KR",528972382.1786
"KR-2015-10-01","2015-10-01","KR",552689142.991277
"KR-2016-01-01","2016-01-01","KR",570803014.741535
"KR-2016-04-01","2016-04-01","KR",599213139.161724
"KR-2016-07-01","2016-07-01","KR",620807437.645295
"KR-2016-10-01","2016-10-01","KR",648092294.713319
"KR-2017-01-01","2017-01-01","KR",677409188.203397
"KR-2017-04-01","2017-04-01","KR",700934945.862903
"KR-2017-07-01","2017-07-01","KR",740012982.124416
"KR-2017-10-01","2017-10-01","KR",754230753.629189
"KR-2018-01-01","2018-01-01","KR",786550536.544039
"KR-2018-04-01","2018-04-01","KR",812855133.354571
"KR-2018-07-01","2018-07-01","KR",837575843.903399
"KR-2018-10-01","2018-10-01","KR",870566186.541924
"KR-2019-01-01","2019-01-01","KR",881978983.373183
"KR-2019-04-01","2019-04-01","KR",917463833.331619
"KR-2019-07-01","2019-07-01","KR",942299329.649971
"LT-1999-01-01","1999-01-01","LT",-751169316.87874
"LT-1999-04-01","1999-04-01","LT",-732666272.966418
"LT-1999-07-01","1999-07-01","LT",-714049016.039359
"LT-1999-10-01","1999-10-01","LT",-695351622.938612
"LT-2000-01-01","2000-01-01","LT",-676607050.244908
"LT-2000-04-01","2000-04-01","LT",-657847462.655781
"LT-2000-07-01","2000-07-01","LT",-639102173.688228
"LT-2000-10-01","2000-10-01","LT",-620399093.803769
"LT-2001-01-01","2001-01-01","LT",-601764556.10696
"LT-2001-04-01","2001-04-01","LT",-583224230.524909
"LT-2001-07-01","2001-07-01","LT",-564800479.950826
"LT-2001-10-01","2001-10-01","LT",-546515543.507109
"LT-2002-01-01","2002-01-01","LT",-528390470.345004
"LT-2002-04-01","2002-04-01","LT",-510443398.538348
"LT-2002-07-01","2002-07-01","LT",-492692927.309417
"LT-2002-10-01","2002-10-01","LT",-475155458.836257
"LT-2003-01-01","2003-01-01","LT",-457845417.656587
"LT-2003-04-01","2003-04-01","LT",-440778395.224875
"LT-2003-07-01","2003-07-01","LT",-423966349.479789
"LT-2003-10-01","2003-10-01","LT",-407421672.097617
"LT-2004-01-01","2004-01-01","LT",-391155098.975985
"LT-2004-04-01","2004-04-01","LT",-375176124.722301
"LT-2004-07-01","2004-07-01","LT",-359493985.030917
"LT-2004-10-01","2004-10-01","LT",-344115768.953832
"LT-2005-01-01","2005-01-01","LT",-329049141.719635
"LT-2005-04-01","2005-04-01","LT",-314300122.927595
"LT-2005-07-01","2005-07-01","LT",-299873579.846043
"LT-2005-10-01","2005-10-01","LT",-285774505.056301
"LT-2006-01-01","2006-01-01","LT",-272006985.199358
"LT-2006-04-01","2006-04-01","LT",-258573105.640849
"LT-2006-07-01","2006-07-01","LT",-245475848.065433
"LT-2006-10-01","2006-10-01","LT",-232716452.463251
"LT-2007-01-01","2007-01-01","LT",-220296287.180111
"LT-2007-04-01","2007-04-01","LT",-208216015.294171
"LT-2007-07-01","2007-07-01","LT",-196475559.506286
"LT-2007-10-01","2007-10-01","LT",-185074595.176568
"LT-2008-01-01","2008-01-01","LT",-174012747.431383
"LT-2008-04-01","2008-04-01","LT",-163286945.980787
"LT-2008-07-01","2008-07-01","LT",-152896656.985069
"LT-2008-10-01","2008-10-01","LT",-142838713.294594
"LT-2009-01-01","2009-01-01","LT",-133114191.471227
"LT-2009-04-01","2009-04-01","LT",-123712566.70109
"LT-2009-07-01","2009-07-01","LT",-114633698.782115
"LT-2009-10-01","2009-10-01","LT",-105874734.972045
"LT-2010-01-01","2010-01-01","LT",-97430553.7014268
"LT-2010-04-01","2010-04-01","LT",-89297460.1462018
"LT-2010-07-01","2010-07-01","LT",-81471357.3232526
"LT-2010-10-01","2010-10-01","LT",-73946474.9240316
"LT-2011-01-01","2011-01-01","LT",-66718557.1786016
"LT-2011-04-01","2011-04-01","LT",-59782700.1674799
"LT-2011-07-01","2011-07-01","LT",-53133515.4175293
"LT-2011-10-01","2011-10-01","LT",-46765260.4739182
"LT-2012-01-01","2012-01-01","LT",-40672741.646599
"LT-2012-04-01","2012-04-01","LT",-34849816.0338495
"LT-2012-07-01","2012-07-01","LT",-29290251.6611153
"LT-2012-10-01","2012-10-01","LT",-23989459.704503
"LT-2013-01-01","2013-01-01","LT",-18940786.8911512
"LT-2013-04-01","2013-04-01","LT",-14138004.305528
"LT-2013-07-01","2013-07-01","LT",-9575223.96104177
"LT-2013-10-01","2013-10-01","LT",-5246256.65282365
"LT-2014-01-01","2014-01-01","LT",-1145074.1206645
"LT-2014-04-01","2014-04-01","LT",2734286.55134048
"LT-2014-07-01","2014-07-01","LT",6398003.28713609
"LT-2014-10-01","2014-10-01","LT",9852416.89761169
"LT-2015-01-01","2015-01-01","LT",13103795.4103784
"LT-2015-04-01","2015-04-01","LT",16158040.7061265
"LT-2015-07-01","2015-07-01","LT",19021116.8198963
"LT-2015-10-01","2015-10-01","LT",21699090.4131904
"LT-2016-01-01","2016-01-01","LT",24198065.7607084
"LT-2016-04-01","2016-04-01","LT",26523939.8949663
"LT-2016-07-01","2016-07-01","LT",28682866.1025851
"LT-2016-10-01","2016-10-01","LT",30680249.3336378
"LT-2017-01-01","2017-01-01","LT",32521853.7227251
"LT-2017-04-01","2017-04-01","LT",34213311.0884461
"LT-2017-07-01","2017-07-01","LT",35760284.7317234
"LT-2017-10-01","2017-10-01","LT",37168180.2358536
"LT-2018-01-01","2018-01-01","LT",38442304.2027163
"LT-2018-04-01","2018-04-01","LT",39588262.5876286
"LT-2018-07-01","2018-07-01","LT",40610861.5621459
"LT-2018-10-01","2018-10-01","LT",41515687.9398972
"LT-2019-01-01","2019-01-01","LT",42307404.4042092
"LT-2019-04-01","2019-04-01","LT",42990869.5459832
"LT-2019-07-01","2019-07-01","LT",43570700.5441305
"LV-1999-01-01","1999-01-01","LV",44024603.4027776
"LV-1999-04-01","1999-04-01","LV",44411507.8621893
"LV-1999-07-01","1999-07-01","LV",44709244.1227869
"LV-1999-10-01","1999-10-01","LV",44921791.283018
"LV-2000-01-01","2000-01-01","LV",45052925.6121023
"LV-2000-04-01","2000-04-01","LV",45107183.2575311
"LV-2000-07-01","2000-07-01","LV",45088782.8553881
"LV-2000-10-01","2000-10-01","LV",45000990.4455015
"LV-2001-01-01","2001-01-01","LV",44848431.7350027
"LV-2001-04-01","2001-04-01","LV",44634815.225238
"LV-2001-07-01","2001-07-01","LV",44362155.3802368
"LV-2001-10-01","2001-10-01","LV",44035870.1517776
"LV-2002-01-01","2002-01-01","LV",43658016.8141692
"LV-2002-04-01","2002-04-01","LV",43232904.805764
"LV-2002-07-01","2002-07-01","LV",42762500.4899892
"LV-2002-10-01","2002-10-01","LV",42250819.4174327
"LV-2003-01-01","2003-01-01","LV",41699883.8732106
"LV-2003-04-01","2003-04-01","LV",41113180.8518825
"LV-2003-07-01","2003-07-01","LV",40493078.2660624
"LV-2003-10-01","2003-10-01","LV",39842116.0833037
"LV-2004-01-01","2004-01-01","LV",39163355.2436411
"LV-2004-04-01","2004-04-01","LV",38458383.8496488
"LV-2004-07-01","2004-07-01","LV",37729757.3812888
"LV-2004-10-01","2004-10-01","LV",36980141.8717369
"LV-2005-01-01","2005-01-01","LV",36211361.2466535
"LV-2005-04-01","2005-04-01","LV",35425379.6384633
